PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
28.709999,45.529999,10.160000,11.070000,0.820000,53.639999,-0.780000,1.010000,291.570007,77.199997,78981.687500,27.78,102.32,45.529999,PM10,5695
30.790001,46.520000,8.770000,7.570000,0.700000,57.189999,-3.120000,2.390000,287.230011,88.860001,73392.109375,27.79,102.47,46.520000,PM10,5696
30.940001,46.860001,8.260000,5.500000,0.660000,59.560001,-2.460000,0.840000,288.059998,86.300003,74622.046875,27.79,102.62,46.860001,PM10,5697
31.309999,48.869999,9.240000,6.150000,0.690000,59.619999,-2.170000,0.780000,288.380005,85.779999,75021.867188,27.79,102.78,48.869999,PM10,5698
33.950001,51.389999,10.390000,5.630000,0.650000,64.070000,-3.230000,1.930000,287.790009,88.300003,74348.039062,27.8,102.93,50.695000,PM10,5699
37.400002,54.950001,12.120000,5.480000,0.640000,70.330002,-2.790000,1.100000,289.279999,86.550003,76956.007812,27.8,103.08,53.000000,PM2.5,5700
40.419998,59.139999,13.730000,5.100000,0.640000,76.980003,-1.970000,-0.100000,290.260010,84.559998,78208.437500,27.8,103.24,56.774998,PM2.5,5701
42.680000,62.200001,14.330000,5.500000,0.630000,80.279999,-1.530000,-0.600000,290.600006,86.290001,79371.070312,27.8,103.39,59.599998,PM2.5,5702
33.970001,52.779999,5.950000,10.940000,0.560000,84.720001,-1.700000,3.540000,295.059998,73.180000,85607.351562,27.81,105.38,51.389999,PM10,5715
34.939999,52.840000,5.440000,11.610000,0.540000,84.769997,-1.730000,3.010000,295.320007,73.800003,86419.468750,27.81,105.54,51.419998,PM10,5716
35.480000,52.939999,5.530000,12.690000,0.530000,85.089996,-1.510000,1.740000,295.929993,72.900002,87677.750000,27.81,105.69,51.470001,PM10,5717
35.279999,52.779999,5.620000,13.990000,0.520000,85.050003,-1.530000,1.580000,296.339996,71.550003,88109.218750,27.81,105.84,51.389999,PM10,5718
34.759998,53.040001,5.620000,15.240000,0.530000,83.900002,-1.590000,1.600000,297.190002,69.790001,89452.507812,27.81,106.0,51.520000,PM10,5719
33.419998,54.119999,5.390000,19.930000,0.550000,76.720001,-1.890000,2.130000,297.799988,68.750000,90756.046875,27.81,106.15,52.059998,PM10,5720
31.870001,54.209999,5.220000,23.020000,0.560000,73.629997,-2.610000,3.450000,297.809998,67.680000,90309.179688,27.81,106.3,52.105000,PM10,5721
20.410000,31.320000,9.530000,1.670000,0.340000,67.629997,-2.340000,2.490000,286.649994,88.570000,71328.023438,27.86,100.32,31.320000,PM10,5839
25.400000,35.200001,9.610000,2.020000,0.390000,66.940002,-2.070000,2.060000,285.130005,94.290001,69996.562500,27.88,100.78,36.285713,PM2.5,5842
24.590000,33.619999,9.330000,2.180000,0.410000,67.029999,-1.240000,2.500000,285.579987,91.910004,70164.718750,27.88,100.93,35.128571,PM2.5,5843
25.480000,35.099998,8.780000,2.690000,0.460000,59.990002,-1.250000,2.660000,285.200012,91.529999,69554.226562,27.89,101.09,36.399998,PM2.5,5844
27.040001,37.619999,9.460000,3.520000,0.560000,60.130001,-1.450000,1.880000,286.760010,86.930000,71543.742188,27.89,101.24,38.628574,PM2.5,5845
29.309999,41.439999,9.830000,3.930000,0.660000,58.910000,-1.510000,1.680000,288.149994,84.480003,73474.593750,27.9,101.39,41.871429,PM2.5,5846
30.850000,43.310001,9.370000,3.620000,0.680000,58.689999,-2.410000,2.400000,287.369995,87.279999,72593.968750,27.9,101.55,44.071430,PM2.5,5847
32.200001,44.680000,8.870000,3.690000,0.680000,58.180000,-2.980000,1.820000,286.140015,93.930000,71928.523438,27.9,101.7,46.000000,PM2.5,5848
31.790001,44.360001,9.060000,3.970000,0.690000,60.639999,-1.770000,0.780000,287.070007,92.269997,73434.390625,27.91,101.85,45.414288,PM2.5,5849
30.100000,45.419998,10.170000,7.910000,0.850000,57.200001,-0.040000,0.080000,289.200012,84.389999,76142.476562,27.91,102.01,45.419998,PM10,5850
27.250000,43.450001,11.610000,12.220000,0.910000,54.459999,0.580000,0.120000,293.679993,69.519997,81790.671875,27.92,102.16,43.450001,PM10,5851
28.219999,44.290001,12.820000,15.730000,0.850000,53.740002,-0.430000,0.990000,293.040009,71.239998,80656.796875,27.92,102.31,44.290001,PM10,5852
30.690001,46.369999,10.220000,10.560000,0.730000,55.790001,-2.310000,2.250000,287.440002,87.779999,73481.539062,27.92,102.47,46.369999,PM10,5853
32.939999,48.139999,8.420000,5.380000,0.650000,59.560001,-2.480000,2.040000,286.420013,91.080002,72634.140625,27.93,102.62,48.139999,PM10,5854
32.939999,49.990002,9.690000,5.650000,0.690000,61.160000,-1.650000,0.540000,288.290009,86.820000,75318.140625,27.93,102.77,49.990002,PM10,5855
34.830002,52.520000,11.430000,5.450000,0.680000,65.870003,-2.350000,1.030000,288.739990,85.910004,76002.640625,27.93,102.93,51.260002,PM10,5856
38.500000,56.549999,12.970000,5.610000,0.680000,71.180000,-2.680000,1.370000,288.010010,89.959999,75154.296875,27.93,103.08,54.375000,PM2.5,5857
42.939999,60.919998,13.910000,4.880000,0.650000,77.419998,-2.070000,0.380000,288.079987,92.300003,75657.226562,27.94,103.23,59.924999,PM2.5,5858
42.009998,60.310001,14.370000,4.620000,0.620000,83.070000,-1.050000,0.030000,291.570007,80.949997,80386.250000,27.94,103.39,58.762497,PM2.5,5859
